IMMOBILE,Lazio,40
MURIEL,Atalanta,39
VLAHOVIC,Fiorentina,34
ZAPATA D,Atalanta,32
MARTINEZ L,Inter,32
IBRAHIMOVIC,Milan,32
INSIGNE,Napoli,31
OSIMHEN,Napoli,31
DZEKO,Inter,30
BERARDI,Sassuolo,30
BELOTTI,Torino,30
ABRAHAM,Roma,29
