GOSENS,Atalanta,24
HERNANDEZ T.,Milan,21
CUADRADO,Juventus,19
SKRINIAR,Inter,16
ZAPPACOSTA,Atalanta,15
DE VRIJ,Inter,14
MANCINI,Roma,14
MOLINA N.,Udinese,14
FARAONI,Verona,14
DANILO,Juventus,13
ACERBI,Lazio,13
KOULIBALY,Napoli,13
